session_id,title,detail_url,start,end,level,topic,track,code,speakers,conf_id,conference,description
1039,Sharing Experiences with Copilot and Data Agents in Fabric,https://www.sharepointeurope.com/events/sharing-experiences-with-copilot-and-data-agents-in-fabric/,2025-09-16 14:15:00,2025-09-16 15:15:00,100 - Business Level,Data Science,Data Science,T28,"Prasanna Pandian, UPM; Genis Campa, NTT Data",1000,FabCon2025EuropeVienna,"Generative AI changed our personal lives by allowing us a different approach to find information and answers to our questions. It also changed our expectations for our professional lives. In Fabric, Copilot and Data Agents allow customers to empower their users with generative AI capabilities, accelerate insights, reduce manual effort and democratize analytics. In this panel discussion Fabric customers will share real-life scenarios and experiences, and discuss them with each other and the audience."
1040,"Live demo: How to deliver, AI-Ready Data Products with Microsoft Fabric, Purview, and Profisee MDM",https://www.sharepointeurope.com/events/live-demo-how-to-deliver-ai-ready-data-products-with-microsoft-fabric-purview-and-profisee-mdm/,2025-09-16 14:15:00,2025-09-16 15:15:00,Level 200 - Intermediate,AI,Data Engineer,T29,"Ankur Gupta, Reltio; Chris Lowe, Reltio; Eric Melcher, Profisee; Per Olav Marthinsen, Aker BP",1000,FabCon2025EuropeVienna,"Today’s data-driven enterprises use data products to deliver trusted data for AI, analytics, and digital initiatives — but without the right tools, creating and maintain data products can be difficult. In this live demo session, Profisee and their customer Aker BP will show how a fully integrated Microsoft Fabric–Purview–Profisee ecosystem transforms raw, scattered data into governed, high-quality data products that are consistent and available across the organization to drive insight and innovation – and how it can be done in minutes rather than days or weeks. You’ll see how Profisee’s MDM enforces master data standards and produces golden records from disparate data sources; how Fabric and OneLake create a single, unified source of truth; and how Purview ensures every data product is registered, governed, and discoverable. Aker BP will share how this approach reduces data discrepancies, eliminates duplicate flows, and cuts delivery timelines for data products from weeks to hours — enabling trusted data products that fuel projects from ESG reporting to operational analytics and digital twin simulations. You will learn how to design, govern, and scale data products in Fabric that your enterprise can trust — and that can deliver measurable value across every business function."
1041,Mastering Microsoft Fabric & Power Platform: Real-Time Intelligence & Automation for Dynamics 365,https://www.sharepointeurope.com/events/mastering-microsoft-fabric-power-platform-real-time-intelligence-automation-for-dynamics-365/,2025-09-16 14:15:00,2025-09-16 15:15:00,200 - Feature Orientated,Power Platform,Microsoft Power Platform,T30,"Gaston Cruz, Slalom USA; Alex Rostan, Slalom",1000,FabCon2025EuropeVienna,"What You Will Learn in session: In this instructional session, we will delve into the integration of Dynamics 365 data into Microsoft Fabric for real-time intelligence. Attendees will learn how to leverage event sourcing and other patterns for seamless data integration. Additionally, we will explore techniques to surface this real-time data back into Dynamics 365 and Dataverse, ensuring enhanced insights and operational efficiency. Join us to discover practical techniques and best practices for implementing these patterns to ensure a seamless and efficient data flow. This session is designed for Power Platform Architects, Low-Code/Pro-Code Developers, and Dynamics 365 Consultants who want to supercharge Dynamics 365 with real-time intelligence from Microsoft Fabric. Who Should Attend? • Power Platform & Dynamics 365 Consultants • Solution Architects & Low-Code/Pro-Code Developers • Data Professionals working with Fabric & Dataverse • Business Analysts & Sales Operations Teams"
1042,[Inspire Stage] Brain Hacking for Data Pros: The Neuroscience of Making Conference Knowledge Stick,https://www.sharepointeurope.com/events/brain-hacking-for-data-pros-the-neuroscience-of-making-conference-knowledge-stick/,2025-09-16 14:15:00,2025-09-16 15:15:00,100 - Business Level,Power Platform,,INSPIRE STAGE,"Sean Lally, The Lean Learning Professional, Ireland",1000,FabCon2025EuropeVienna,"Feeling overwhelmed by great talks, only to forget the key insights? Your brain is designed to forget, mistaking temporary understanding for true learning. In this session, discover a neuroscience-backed framework to deliberately capture, retain, and apply valuable knowledge, ensuring your time at FabCon delivers a lasting impact."
1043,Accelerate data-driven decisions with Translytical task flows,https://www.sharepointeurope.com/events/accelerate-data-driven-decisions-with-translytical-task-flows/,2025-09-16 15:30:00,2025-09-16 16:30:00,200 - Feature Orientated,Power BI,Data Engineering,T31,"Mike Carlo, MVP, PowerBI.tips; Sujata Narayana, Microsoft",1000,FabCon2025EuropeVienna,"Join us for an exciting session on Translytical task flows in Fabric, a brand-new evolution in Power BI reports that enables automated action for seamless insights to actions. Powered by User data functions, translytical task flows enable automated actions such as updating records, adding annotations, or even creating powerful workflows that trigger actions in other systems. Don’t miss this opportunity to learn about Translytical task flows and see tons of practical examples that elevate your reporting and streamline decision making!"
1044,CORENOTE: What's next for Fabric Data Engineering: roadmap and innovations,https://www.sharepointeurope.com/events/whats-next-for-fabric-data-engineering-roadmap-and-innovations/,2025-09-16 15:30:00,2025-09-16 16:30:00,100 - Business Level,Data Engineering,Data Engineering,T32,"Justyna Lucznik, Microsoft",1000,FabCon2025EuropeVienna,"Fabric Data Engineering empowers data engineers to build and scale modern lakehouse architectures using the power of Apache Spark. In this session, we’ll walk through the latest innovations that are helping customers streamline data transformation, orchestration, and performance optimization in Fabric. You’ll get a first look into exciting upcoming roadmap investments."
1045,CORENOTE: Taking AI-powered action at the speed of business with Real-Time Intelligence,https://www.sharepointeurope.com/events/taking-ai-powered-action-at-the-speed-of-business-with-real-time-intelligence/,2025-09-16 15:30:00,2025-09-16 16:30:00,100 - Business Level,Real-Time Intelligence,Real-Time Intelligence,T33,"Yitzhak Kesselman, Microsoft; Tessa Kloster, Microsoft",1000,FabCon2025EuropeVienna,"Fabric Real-Time Intelligence provides a complete end-to-end solution for ingesting, processing, analyzing, visualizing, modelling, alerting, and acting on streaming and time-series data. Harnessing the power of Copilot and AI, it enables users to easily understand time-sensitive, business-critical data. Imagine automatically taking action on hard-to-find, but high-value, anomalies identified in the petabytes of data your organization produces. Join us to learn more about Real-Time Intelligence, how it can help solve your business needs quickly helping you take the right actions based on the latest and greatest information, all without complex implementation projects. We will also highlight customer success stories and showcase how you can revolutionize your data strategy and unlock new opportunities for growth."
1046,Strategies for Effective Distribution of Data and Insights via M365 and Power BI Apps,https://www.sharepointeurope.com/events/strategies-for-effective-distribution-of-data-and-insights-via-m365-and-power-bi-apps/,2025-09-16 15:30:00,2025-09-16 16:30:00,200 - Feature Orientated,Power BI,Power BI,T34,"Sara Vredevoogd, Microsoft; Maya Shenhav, Microsoft",1000,FabCon2025EuropeVienna,"Learn how to enhance productivity and foster a data-driven culture within your organization. In this session you will learn from the product team how to empower your business users with data from Power BI. We will explore content distribution through apps and the newly introduced organization apps. Additionally, we will discuss how business users can leverage Power BI directly from their M365 tools to boost productivity and make informed decisions. Join us to discover the current capabilities of Power BI, what’s planned for the future, and how these features can be utilized to improve efficiency and decision-making."
1047,SQL Server 2025: The AI-ready enterprise Database Connected with Microsoft Fabric,https://www.sharepointeurope.com/events/sql-server-2025-the-enterprise-ai-ready-database-connected-with-microsoft-fabric/,2025-09-16 15:30:00,2025-09-16 16:30:00,300 - Technical,Azure SQL,Azure SQL,T35,"Bob Ward, Microsoft; Uros Milanovic, Microsoft",1000,FabCon2025EuropeVienna,"Come learn about the latest release of SQL Server, SQL Server 2025, with AI built-in, powered by industry proven security, performance, and availability, and connected and integrated to Azure and Microsoft Fabric. SQL Server 2025 provides a unique opportunity to build AI applications on-premises only or connect to the cloud. SQL is the only database to provide consistent AI capabilities ground to cloud to fabric. Come learn about all the new features of SQL Server 2025 including new capabilities specifically designed for the modern database developer."
1048,OneLake Security: Building a Unified Security Model Across Your Microsoft Fabric Data Estate,https://www.sharepointeurope.com/events/onelake-security-building-a-unified-security-model-across-your-microsoft-fabric-data-estate/,2025-09-16 15:30:00,2025-09-16 16:30:00,200 - Feature Orientated,Admin & Governance,Business Decision Maker / Data Citizen / Data Steward,T36,"Nadim Abou-Khalil, KI performace GMBH",1000,FabCon2025EuropeVienna,"In this session, we’ll explore how OneLake security transforms data governance through a unified, bottom-up security approach. Learn how this solution addresses previous limitations and provides consistent security across your entire data estate. Agenda: • Historical challenges with Fabric security implementation • Limitations of previous security models • Introduction to OneLake security architecture • How OneLake security resolves inherited vs. overwritten permissions • Administrative benefits and simplified governance • Business value across organizations of all sizes Prior to OneLake security, Microsoft Fabric users faced significant challenges implementing consistent Row-Level Security (RLS) and Object-Level Security (OLS) across their data estates. Despite Fabric’s promise to unify the data analytics experience, security remained siloed between different Fabric components, creating confusion about inheritance patterns and best practices throughout the data lineage. OneLake security addresses these challenges by implementing a logical, unified security model compatible with all Fabric engines. As a single hierarchical file storage system, OneLake eliminates data duplication and establishes a true bottom-up security approach where permissions configured at the data lake level cascade through the entire system to the end user. This session demonstrates how organizations can now centrally configure and manage RLS and OLS on structured data at the foundation level, with all Fabric items inheriting these rules consistently. We’ll examine the practical implementation of this model, explore real-world benefits, and demonstrate how OneLake security delivers value for organizations of all sizes by simplifying administration while strengthening data governance."
1049,(Almost) Everything You Wanted To Know About Purview Data Governance,https://www.sharepointeurope.com/events/almost-everything-you-wanted-to-know-about-purview-data-governance/,2025-09-16 15:30:00,2025-09-16 16:30:00,200 - Feature Orientated,Microsoft Purview,Admin & Governance,T37,"Barney Lawrence, Simpson Associates",1000,FabCon2025EuropeVienna,"Microsoft Purview Data Governance delivers a broad set of tools to allow an organisation to ensure its data assets are discoverable, well understood, and trusted. This session will take anyone looking to understand or to get started using Purview Data Governance on a tour of Purview’s Data Map and Unified Catalog visiting all the key features while providing lessons learned from real world projects to help you to get the best from them. We will also look at how to successfully deliver Purview within your organisation, how to sequence your roll out, who to involve and when, how to effectively deliver a pilot project and how much it will cost you. Finally, we’ll take a peek at the Purview road map focusing on future features you need to be aware of and prepare for. By the end of the session, you will be ready to take what you have learned and begin preparing for a successful rollout of Purview Data Governance within your organisation."
1050,"Govern, manage and protect your data in Microsoft Fabric",https://www.sharepointeurope.com/events/govern-manage-and-protect-your-data-in-microsoft-fabric/,2025-09-16 15:30:00,2025-09-16 16:30:00,200 - Feature Orientated,Admin & Governance,Admin & Governance,T38,"Yaron Canari, Microsoft; Adi Regev, Microsoft",1000,FabCon2025EuropeVienna,"Microsoft Fabric provides an end-to-end data platform that addresses every aspect of an organization’s data and analytics needs. In this session, you’ll learn how Fabric enables organizations to govern, manage, and protect their analytics data with built-in local governance and compliance experiences. Plus, see how Fabric integrates with other governance and security solutions, including Microsoft Purview, to gain global coverage and advanced capabilities."
1051,Enabling Machine Learning Workflows in Microsoft Fabric: Beyond Power BI with Semantic Link,https://www.sharepointeurope.com/events/enabling-machine-learning-workflows-in-microsoft-fabric-beyond-power-bi-with-semantic-link/,2025-09-16 15:30:00,2025-09-16 16:30:00,300 - Technical,Data Engineering,Data Engineering,T39,"Erlend Øien, Evidi",1000,FabCon2025EuropeVienna,"Microsoft Fabric has emerged as a powerful platform in the Machine Learning (ML) and AI space, addressing common challenges organisations face in starting with ML and putting models in production. In this session, we’ll explore how Fabric simplifies end-to-end Data Science workflows, focusing on Semantic Link, a transformative feature for SMBs and enterprises alike. By accessing and synchronising Power BI semantic models to OneLake through Semantic Link, businesses can unlock advanced analytics without needing an extensive data warehouse. We’ll demonstrate how to implement the theoretical Data Science Process in Fabric. Starting with the ideation and hypothesis phase, we’ll showcase data discovery of Semantic models using OneLake Catalog and explore options for synchronising Semantic Models, highlighting trade-offs in integration approaches and access methods. For data exploration and modelling, we’ll use SynapseML and AI Functions to apply built-in GenAI for product segmentation, translation, and supplier reliability classification, enabled by Azure OpenAI. Next, we’ll prepare data models with AutoML tasks like financial forecasting, showcasing its accessibility for new teams and efficiency for scientists. Finally, we’ll showcase a scalable product recommendation system based on financial data, applicable across industries. To provide actionable insights, models must be effectively deployed. We’ll demonstrate how to integrate the model lifecycle with your data pipeline, ensuring predictions remain relevant while monitoring trends and performance. Without a consumable layer, however, these models can’t deliver value. We’ll show how to serve predictions through Power BI semantic models and reports while seamlessly integrating them into external applications using Fabric’s shortcuts, SQL, or GraphQL as well. By the end of this session, you’ll learn to implement end-to-end ML workflows in Fabric, from hypothesis to deployment, and integrate insights into Power BI and beyond. Join us to see how Fabric simplifies ML workflows and drives impactful results with Semantic Link!"
1052,Enabling DataOps at Scale,https://www.sharepointeurope.com/events/enabling-dataops-at-scale/,2025-09-16 15:30:00,2025-09-16 16:30:00,Level 200: Intermediate,DevOps,Developer Decision Maker,T40,"Craig Gravina, Semarchy; Sacha Dawes, Semarchy",1000,FabCon2025EuropeVienna,"MDM has traditionally focused on helping enterprises manage and find data, but in the age of ever increasing data and rapid growth of AI initiatives, traditional MDM is no longer enough. As we begin a new era of data management, the speed of business, rise of AI and demanding stakeholder expectations require more than trusted data — they require an evolution of how organizations operate, consume and deliver data at scale and velocity. Traditional MDM can not deliver on these requirements. Enterprises require a more modern approach with modern data management solutions that provide businesses with the ability to better collaborate, automate and accelerate the creation of new data products that keep pace with the demands of modern business. Semarchy is helping to usher in the new era of MDM. This session will provide a preview of Semarchy Data Management on Azure, which will be available through Azure Marketplace. Our solutions provide integration with VS Code for MDM model and workflow design in a DataOps/DevOps approach. We leverage Co-Pilot to accelerate engineering team productivity and collaboration (with granular design), and Git integration for version control. With our Fabric integration, users can not only mirror Semarchy golden records into Microsoft Fabric, but they can create a semantic model to golden records and enrich them with metadata created within Semarchy. You can also create Power BI dashboards based on enriched golden records and semantic models, game-changing capabilities that enable better dashboards with greater depth. Join us to learn how enterprises can meet modern data and AI demands and deliver AI-ready data products at scale. It’s MDM, evolved."
1053,[Inspire Stage] The Only LGBTQ+ Glossary You'll Ever Need,https://www.sharepointeurope.com/events/inspire-stage-the-only-lgbtq-glossary-youll-ever-need/,2025-09-16 15:30:00,2025-09-16 16:30:00,100 - Business Level,Inspire Stage - 15.30-16.30,DE&I,INSPIRE STAGE,"Isi Turner, Advancing Analytics",1000,FabCon2025EuropeVienna,"There are so many terms in the LGBTQ+ sphere that it can be hard to keep track and remember them all, particularly if you’re not part of the community. This can sometimes lead to a bigger divide between the LGBTQ+ community and non-queer people; this talk aims to narrow this gap and empower you to be a better ally through a deeper understanding of terms.= Are you allowed to say the word ‘queer’? How do we define ‘non-binary’? How does it differ from ‘trans’? These questions, and many more, will be answered by me, a queer non-binary person, informed by my experiences in the tech world. The session is a safe and judgement-free zone designed to cultivate a more inclusive and respectful workplace. Attendees will leave this session with a better understanding of definitions, and feeling more confident in being a better ally to the queer community. “"
1054,Power BI DataViz World Championship - European Edition,https://www.sharepointeurope.com/events/power-bi-dataviz-world-championship-european-edition/,2025-09-16 17:00:00,2025-09-16 18:00:00,,Power BI,Power BI,T41,"Shannon Lindsay, Microsoft",1000,FabCon2025EuropeVienna,"Join us for an exciting, live competition where four talented data creators go head-to-head in a fast-paced Power BI visualization showdown. Watch as they build stunning reports in real time using the same dataset, showcasing creativity, technical skill, and storytelling expertise. A panel of celebrity judges will evaluate the results, selecting the winner who will take home the FabCon Viz Champion title and have their work featured in the community. Don’t miss the chance to be part of the excitement! Whether you’re a Power BI pro, a data enthusiast, or just curious to see the magic unfold, this is your front-row ticket to inspiration and innovation."
1055,Fabric Data Agents in Action: From Fabric to AI Foundry and Copilot Studio,https://www.sharepointeurope.com/events/fabric-data-agents-in-action-from-fabric-to-ai-foundry-and-copilot-studio/,2025-09-16 17:00:00,2025-09-16 18:00:00,300 - Technical,Data Science,Azure AI Foundry,T42,"Amir Jafari, Microsoft; Misha Desai, Microsoft",1000,FabCon2025EuropeVienna,"Join this session to learn how to create and configure Fabric Data Agents to harness the power of generative AI in Microsoft Fabric. You’ll discover how to tailor these agents to your data, integrate them seamlessly across the Microsoft ecosystem, and follow best practices for setup, domain specialization, and grounding strategies. We’ll also explore how to use the Fabric Data Agent Python SDK to programmatically interact with and evaluate your agents—enabling you to automate, optimize, and scale your data workflows. Finally, the session will cover how to connect your agents with Copilot Studio, Teams and AI Foundry to power advanced multi-agent solutions that unlock intelligent, domain-aware experiences across your organization."
1056,All roads lead to Microsoft Fabric DWH: Migrating your Synapse or on-prem DWH to Fabric DWH,https://www.sharepointeurope.com/events/all-roads-lead-to-microsoft-fabric-dwh-migrating-your-synapse-or-on-prem-dwh-to-fabric-dwh/,2025-09-16 17:00:00,2025-09-16 18:00:00,300 - Technical,Data Warehousing,Data Warehousing,T43,"Ilija Zagorac, Microsoft",1000,FabCon2025EuropeVienna,"Whether you’re managing on-prem SQL instances or cloud-based Azure Synapse Analytics environment, you will want to know how to build a comprehensive strategy to efficiently migrate to Microsoft’s modern Fabric data warehousing solution. Join this practical session to discover how to streamline your migration journey from On-Prem SQL Server, Azure Synapse Analytics Dedicated Pools and Azure Synapse Analytics Serverless Pools to Microsoft Fabric Data Warehouse. You’ll gain actionable insights, best practices, and learn how the Microsoft Fabric Migration Assistant for Data Warehouse, now in GA, simplifies and accelerates the migration process for your data warehouses. Be ready to modernize your data warehousing by migrating to Microsoft Fabric Data Warehouse."
1057,Accelerating workloads with Microsoft Fabric and Azure Databricks,https://www.sharepointeurope.com/events/accelerating-workloads-with-microsoft-fabric-and-azure-databricks/,2025-09-16 17:00:00,2025-09-16 18:00:00,100 - Business Level,Databricks,Databricks,T44,"Robert Saxby, Databricks; Jesse Sullivan, Microsoft",1000,FabCon2025EuropeVienna,"Get the most out of your investments with Microsoft Fabric and Azure Databricks. Learn how the deep integration accelerates workloads, optimizes performance, and maximizes value. Learn how the Databricks Data Intelligence Platform on Azure streamlines analytics and AI."
1058,"SQL Copilot: Real Demos, Real Talk",https://www.sharepointeurope.com/events/sql-copilot-real-demos-real-talk/,2025-09-16 17:00:00,2025-09-16 18:00:00,200 - Feature Orientated,Azure SQL,Azure SQL,T45,"Reitse Eskens, MVP, Axians; Erin Stellato, Microsoft",1000,FabCon2025EuropeVienna,"You’ve seen all the marketing; Copilot is everywhere. Now it’s made its way into SQL. What the query?! You’re probably asking, Is my data still safe? Is my job still safe? What are they doing? We’ve got answers and demos, and we hope you join us for a fun and interactive session where we’ll demonstrate that: Of course, there will be demos – we want to show you how the SQL Copilots work. And of course, we want you to ask questions, so we’ll be typing in demos. Most importantly, we will balance the information from Microsoft with the interests of the Community. In the end, we want you to walk away with a comprehensive understanding of the available SQL Copilots and their functionality and future plans, so you can determine what is right for you."
1059,Build end-to-end Real-Time Intelligence Solutions: From Development to Deployment,https://www.sharepointeurope.com/events/build-end-to-end-real-time-intelligence-solutions-from-development-to-deployment/,2025-09-16 17:00:00,2025-09-16 18:00:00,200 - Feature Orientated,Real-Time Intelligence,Customer Stories,T46,"Tzvia Gitlin Troyna, Microsoft; Meital Taran-Gutman",1000,FabCon2025EuropeVienna,"This session is designed for developers eager to enhance their Real-Time Intelligence capabilities and build comprehensive real-time data solutions. We will demonstrate how to build end-to-end Real-time Intelligence solutions, seamlessly integrating data ingestion, processing, and real-time analytics. We will also share hands-on demos that showcase the development and deployment of RTI solutions, providing valuable insights and best practices."
1060,Seeing the Connections that Matter with Microsoft Fabric,https://www.sharepointeurope.com/events/seeing-the-connections-that-matter-with-microsoft-fabric/,2025-09-16 17:00:00,2025-09-16 18:00:00,200 - Feature Orientated,Real-Time Intelligence,Real-Time Intelligence,T47,"Raja Ravipati, Microsoft",1000,FabCon2025EuropeVienna,"From supply chains to customer journeys and risk networks, today’s operations revolve around connections that traditional data tools often miss. This session explores how Microsoft Fabric empowers users to uncover hidden relationships and patterns across complex datasets without needing specialized query languages or technical expertise. Through natural-language interactions, users can surface multi-connection insights, visualize them interactively, and take action with confidence. Learn how business leaders, analysts, and frontline teams can transform vague anomalies into precise, data-driven decisions at enterprise scale, and completely code-free."
1061,Mastering Data Governance: Unifying Microsoft Fabric with Microsoft Purview,https://www.sharepointeurope.com/events/mastering-data-governance-unifying-microsoft-fabric-with-microsoft-purview/,2025-09-16 17:00:00,2025-09-16 18:00:00,100 - Business Level,Microsoft Purview,Admin & Governance,T48,"Emil Vinčazović, arelium GmbH",1000,FabCon2025EuropeVienna,"Unlock the power of robust data governance by integrating Microsoft Purview with Microsoft Fabric to manage, protect, and democratise your data assets. In this session, discover how Purview’s unified catalogue, data map, and advanced capabilities such as Information Protection sensitivity labelling and Data Loss Prevention (DLP) seamlessly extend Fabric’s analytics platform. Learn practical steps for scanning and cataloguing Fabric items, applying compliance-driven policies, and gaining actionable insights through Purview’s centralised hub. From securing sensitive data in OneLake to tracking user activity with audit logs, discover how to balance accessibility with control in a unified SaaS environment. Ideal for data stewards, administrators and analysts, this session will provide practical strategies for ensuring data quality, meeting regulatory requirements and delivering trusted, AI-enabled insights. Walk away with a clear roadmap for implementing governance that scales with your organisation’s needs."
1062,ML and AI Capabilities in Microsoft Fabric,https://www.sharepointeurope.com/events/ml-and-ai-capabilities-in-microsoft-fabric/,2025-09-16 17:00:00,2025-09-16 18:00:00,300 - Technical,Data Science,Data Science,T49,"Christian Henrik Reich, twoday",1000,FabCon2025EuropeVienna,"Microsoft Fabric is becoming the one-stop shop for data in Azure, including machine learning and AI. Fabric’s maturity is starting to enable real projects with its machine learning and AI capabilities. As with many other aspects of Fabric, there are also new libraries and tools for machine learning and AI. These might be different, especially for those coming from Azure ML. The session will cover: Attendees will leave with practical insights into using AutoML, hyperparameter tuning, and MLOps within Fabric, along with how OpenAI and Azure AI Foundry fit into the ecosystem. We’ll also discuss how Azure ML and Azure OpenAI Studio remains relevant and how to navigate Fabric’s workspace, capacities, and associated costs to maximize your project’s efficiency and potential."
1063,"Accelerate AI Innovation in Microsoft Fabric with Seamless, Secure Access to Trusted Reltio Data Cloud",https://www.sharepointeurope.com/events/accelerate-ai-innovation-in-microsoft-fabric-with-seamless-secure-access-to-trusted-reltio-data-cloud/,2025-09-16 17:00:00,2025-09-16 18:00:00,200 - Feature Orientated,AI,Developers / IT Professional,T50,"Ankur Gupta, Reltio; Chris Lowe, Reltio",1000,FabCon2025EuropeVienna,"Join us for a demonstration of Reltio’s groundbreaking, zero-copy data integration with Microsoft Fabric. Built natively on Azure and available on Azure Marketplace, Reltio Data Cloud unifies, manages, and mobilizes your core data in real-time. This game-changing integration supercharges your AI and analytics initiatives with near real-time, secure access to this enterprise-grade, high-quality and AI-ready data from Reltio Data Cloud in Microsoft Fabric without the hassle of complex integrations. Unlock lightning-fast insights, advanced analytics, and AI-driven innovation while strengthening security, governance, and cost efficiency. Effortlessly discover and govern your data using Reltio’s prebuilt integration with Microsoft Purview, ensuring your enterprise can easily find, understand, and consume trusted data. Say goodbye to fragmented data pipelines and hello to a unified, trusted data foundation that powers your AI strategy effortlessly."
1064,Chat with your Data through AI-powered Search and Analytics,https://www.sharepointeurope.com/events/chat-with-your-data-through-ai-powered-search-and-analytics/,2025-09-17 10:30:00,2025-09-17 11:30:00,200 - Feature Orientated,Power BI,Power BI,W1,"Lada Hill, Microsoft; Eun Hee Kim, Microsoft",1000,FabCon2025EuropeVienna,"AI is poised to revolutionize how work is done and Power BI is constantly evolving to meet the needs and expectations of its users. In this session, we’ll focus on how consumers of Microsoft Fabric Copilot for Power BI can drive more insights by asking Copilot questions about your data. Hear from the Power BI Product team about how to optimize asking Copilot questions with the Chat with your Data features in Copilot. The team will also share perspectives into the future roadmap with a sneak peek or two that is sure to excite."
1065,Bringing data to OneLake: a deep dive into shortcuts and mirroring,https://www.sharepointeurope.com/events/bringing-data-to-onelake-a-deep-dive-into-shortcuts-and-mirroring/,2025-09-17 10:30:00,2025-09-17 11:30:00,200 - Feature Orientated,OneLake,Data Integration,W2,"Trevor Olson, Microsoft; Maraki Ketema, Microsoft",1000,FabCon2025EuropeVienna,"With the massive growth in the volume of data and data sources, managing an entire organization-wide data estate is becoming increasingly complex. This session will deep dive into the latest capabilities of shortcuts and mirroring to help you unify your data estate in OneLake, Fabric’s multi-cloud data lake. Join us to discover how ingesting data with shortcuts and mirroring into OneLake can help you manage your data estate and unlock deeper insights."
1066,"No-Code, Low-Code, Pro-Code: Unlocking Data Magic with Fabric Dataflows Gen2",https://www.sharepointeurope.com/events/no-code-low-code-pro-code-unlocking-data-magic-with-fabric-dataflows-gen2/,2025-09-17 10:30:00,2025-09-17 11:30:00,200 - Feature Orientated,Data Integration,Data Engineering,W3,"Cristian Angyal MVP, SSBI Central",1000,FabCon2025EuropeVienna,"In today’s data-driven world, different users need different tools, but they all share the same goal: getting trusted, clean, and useful data quickly. Whether you’re a business analyst, citizen developer, or data engineer, Microsoft Fabric’s Dataflows Gen2 meets you where you are, offering a flexible spectrum of options: no-code, low-code, and pro-code. In this session you’ll learn how to build and manage Dataflows Gen2 using simple, no-code steps. Then, we’ll explore low-code techniques like Power Query transformations and parameterization to unlock more advanced capabilities. Finally, we’ll step into the pro-code space with custom M code and performance best practices for those needing full control. You’ll see a real-world scenario built in three ways: no-code, low-code and pro-code, so you can compare the trade-offs, strengths and ideal use cases for each. Whether you’re looking to simplify data prep, enhance automation, or enable governed data reuse at scale, you’ll leave with practical strategies and inspiration for making the most of Dataflows Gen2 in your projects."
1067,Seamless Deployments in Microsoft Fabric: CI/CD Best Practices,https://www.sharepointeurope.com/events/seamless-deployments-in-microsoft-fabric-ci-cd-best-practices/,2025-09-17 10:30:00,2025-09-17 11:30:00,300 - Technical,Data Engineering,Data Engineering,W4,"Sascha Krause, Obungi; Johann Hespen, Obungi",1000,FabCon2025EuropeVienna,"Deploying solutions in Microsoft Fabric has great potential, but teams often encounter limitations with the native Deployment Pipelines particularly around parameter handling and automation. Building robust and secure workflows is essential for every data-driven company. After all, developers are human, and mistakes happen. This session introduces a streamlined, automation-first approach to CI/CD in Microsoft Fabric. We’ll demonstrate how Fabric-native components and open-source Fabric CI/CD solutions work together to enable a robust and flexible deployment process. You’ll gain insights into structuring your Fabric workspace architecture, and how to orchestrate deployments using Azure DevOps with a strong emphasis on automation. We’ll walk through a real-world implementation: test environment deployments triggered after successful static code checks, and production environment deployments following validated functional tests ensuring that only approved content reaches your live environment. This setup results in a reliable, repeatable process that keeps both your development team and stakeholders confident and happy. Join us to learn how to take control of your Fabric deployments with a CI/CD strategy that’s both powerful and practical."
1068,End-to-End Security for Data Warehousing in Microsoft Fabric,https://www.sharepointeurope.com/events/end-to-end-security-for-data-warehousing-in-microsoft-fabric/,2025-09-17 10:30:00,2025-09-17 11:30:00,300 - Technical,Data Warehousing,Data Engineering,W5,"Shabnam Watson MVP, ABI Cube",1000,FabCon2025EuropeVienna,"Shabnam Watson MVP Find us and follow us Enter something special: Already a member? Simply Login Become an ESPC Community Member today to access a wealth of SharePoint, and Azure knowledge for free. New content is added daily to the online Resource Centre, across a variety of topics and formats from Microsoft MVP’s and industry experts. With over 2,500 eBooks, webinars, presentations, how to videos and blogs, there is something to suit everyone’s learning styles and career goals. Already have an account? Sign In Not a member yet? Create a free account Sign Up Sign up to receive exclusive content and analysis from the Microsoft 365 & Azure community, as well as the latest conference updates and offers. NOTE: This is for content only. You do not need to register for conference sessions."
1069,The Future of Enterprise AI - Live Agentic Demo: From Data to Strategic Decisions,https://www.sharepointeurope.com/events/the-future-of-enterprise-ai-live-agentic-demo-from-data-to-strategic-decisions/,2025-09-17 10:30:00,2025-09-17 11:30:00,Level 100: Beginner,AI,AI,W6,"Sanjay Soni, Microsoft; Sowjanya Bobbadi, iLink Digital; Subramanian Muthukrishnan, iLink Digital",1000,FabCon2025EuropeVienna,"Build your own “talk-to-your-data” business agents that understand your industry, speak your terminology, and deliver insights using Microsoft Fabric’s unified AI stack plus MCP (Model Context Protocol) These aren’t chatbots – they’re business intelligence agents that continuously monitor market conditions, analyze competitive landscapes, and surface strategic opportunities. We’ll reveal how enterprises deploy integrated AI ecosystems where Copilot provides instant insights, Data Agents perform sophisticated analysis, and custom MCP interfaces deliver executive-grade intelligence – all speaking your organization’s strategic language."
